respondent_id,Completed,Termination_Point,A1_purchased_snack,A2_gender,A3_age,A4_province,TV_Channel_A,TV_Channel_B,TV_Channel_C,TV_Channel_D,TV_Channel_E,A6_PotatoChips,A6_Popcorn,A6_Pretzels,A6_Chocolate,A6_GranolaBars,A6_FruitSlices,Exposed_Flag,B1_Unaided_BrandAwareness,B2_Aided_BrandAwareness,B2a_Overall_Impression,B3_Familiarity_BrandX,B4_Consideration_BrandX,B5_Recommendation_BrandX,C1_Ad_Recall_Pre,C2_Ad_Source,C3_Ad_Recall_Post,C4_Ad_Enjoyment,C5_Ad_Attitudes,C6_Key_Message_Unaided,C7_Key_Message_Aided,D1_Grocery_Shopper_Role,D2_Snack_Purchase_Frequency,D3_Weekly_Snack_Spend,D4_Employment_Status,D5_Education_Level,D6_Marital_Status,D7_Children,D8_Children_Age,D9_Community_Type,D10_Household_Income,Completion_Time
269,1,Completed,1,2,4,Quebec,2,5,3,5,5,3,1,3,1,3,1,1,"Bugles, BhujaSnax, BrandX","5, 6, 7","Utz:6, Kettle Brand:3, Herr's:5",5,5,8,2,,1,4,"5, 5, 5, 4, 4, 2",It made me think of fun snacking moments,3,1,1,2,1,2,1,2,,1,3,8.1
64,1,Completed,1,1,1,Alberta,5,1,4,4,4,3,3,2,2,2,2,1,"BrandX, Lays, OnionRings","1, 2, 3","Brand X:6, Lay's:7, Pringles:1",5,5,10,2,,2,4,"5, 5, 5, 5, 5, 5",Good visuals and appealing soundtrack,1,2,4,1,1,2,2,1,"1, 3",1,3,14.2
831,1,Completed,1,2,1,Ontario,5,5,4,2,5,4,2,1,3,4,4,0,"Doritos, Smartfood","1, 4, 5, 7","Brand X:2, Ruffles:3, Utz:10, Herr's:9",4,4,8,,,,,,,,1,2,1,1,3,3,2,,1,1,17.6
546,1,Completed,1,1,3,Alberta,5,5,4,3,1,1,2,3,2,3,2,0,Ranchritos,"3, 6, 7","Pringles:9, Kettle Brand:9, Herr's:3",4,5,8,,,,,,,,1,2,2,6,4,4,2,,1,2,26.2
620,1,Completed,1,2,5,Quebec,5,5,1,3,3,1,1,2,3,4,4,0,Fritos,"1, 4, 6","Brand X:7, Ruffles:3, Kettle Brand:3",5,5,8,,,,,,,,1,1,1,2,2,3,1,3,1,3,23
932,1,Completed,1,1,5,Yukon,5,5,3,5,5,3,3,2,1,2,2,0,Cheetos,"1, 3","Brand X:2, Pringles:1",5,5,8,,,,,,,,1,2,1,6,1,2,2,,3,5,11.9
697,1,Completed,1,2,3,Alberta,5,5,2,3,2,3,1,1,3,4,3,0,OnionRings,"2, 3, 6","Lay's:10, Pringles:5, Kettle Brand:5",1,5,7,,,,,,,,1,2,1,1,3,2,2,,2,2,42.3
119,1,Completed,1,1,5,Ontario,2,4,2,2,2,4,3,3,1,3,3,1,"Herrs, BrandX","2, 3, 7","Lay's:5, Pringles:8, Herr's:7",5,5,9,1,1,1,3,"5, 3, 5, 2, 4, 5","It was okay, but nothing special",6,2,3,2,4,2,2,2,,1,5,31.4
528,1,Completed,1,1,5,New Brunswick,5,5,1,5,5,3,3,3,3,2,3,0,"Herrs, SunChips","2, 3, 5","Lay's:10, Pringles:2, Utz:8",2,2,6,,,,,,,,2,3,2,2,3,5,2,,1,2,29.6
859,1,Completed,1,2,6,Ontario,5,5,3,3,1,1,4,4,4,2,1,0,Cheetos,"6, 7","Kettle Brand:9, Herr's:9",5,5,8,,,,,,,,2,1,2,1,1,1,1,4,2,3,14.7
555,1,Completed,1,2,5,Alberta,5,5,3,5,1,4,1,3,1,3,4,0,BhujaSnax,"2, 3","Lay's:1, Pringles:3",2,4,6,,,,,,,,2,3,1,5,1,1,1,2,2,2,20
736,1,Completed,1,1,3,Quebec,5,5,1,2,2,3,2,3,2,4,3,0,"BhujaSnax, Funyuns","1, 3, 5, 8","Brand X:6, Pringles:7, Utz:8, Other:6",4,4,6,,,,,,,,2,3,5,6,2,1,2,,1,1,38.4
656,1,Completed,1,2,3,Alberta,5,5,3,4,2,2,1,3,3,3,2,0,BrandX,"1, 2, 3, 5, 8","Brand X:3, Lay's:3, Pringles:4, Utz:6, Other:7",4,5,6,,,,,,,,1,2,2,1,2,2,1,4,1,1,44.8
175,1,Completed,1,1,5,Quebec,4,4,1,5,3,3,3,2,3,3,2,1,"KettleChip, Herrs","3, 5, 7","Pringles:4, Utz:2, Herr's:6",5,5,8,1,7,1,5,"5, 4, 5, 2, 2, 5",Loved the upbeat feel and the emphasis on quality ingredients,1,1,3,3,4,1,2,2,,1,2,23.8
725,1,Completed,1,1,2,British Columbia,5,5,4,5,3,2,2,1,3,2,4,0,"Lays, Tims, Hawaiian","1, 2, 6","Brand X:2, Lay's:2, Kettle Brand:9",4,4,5,,,,,,,,2,1,1,1,2,1,2,,1,2,28.4
3019,0,A1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9
828,1,Completed,1,1,2,Quebec,5,5,3,1,4,2,1,3,1,3,3,0,Pringles,"3, 5, 7","Pringles:6, Utz:4, Herr's:7",2,2,5,,,,,,,,3,2,2,1,1,1,2,,1,3,19.8
456,1,Completed,1,1,6,Saskatchewan,1,5,3,4,4,2,2,4,4,4,4,1,"Lays, BrandX","5, 6","Utz:9, Kettle Brand:6",5,5,7,1,2,1,3,"4, 3, 5, 5, 4, 5","It was okay, but nothing special",1,1,1,2,5,3,2,1,"2, 3, 4",1,1,4.9
523,1,Completed,1,2,2,Ontario,5,5,3,4,3,4,4,1,3,3,1,0,"Herrs, Ranchritos, Krunchers","1, 4, 5, 7","Brand X:3, Ruffles:3, Utz:4, Herr's:6",4,4,5,,,,,,,,1,2,2,8,2,2,2,,1,7,43
94,1,Completed,1,1,4,Ontario,2,5,5,5,2,1,2,3,3,2,2,1,BrandX,"1, 4, 5","Brand X:6, Ruffles:5, Utz:4",4,5,10,1,8,1,5,"5, 4, 3, 5, 5, 5",The ad was entertaining and memorable,7,1,2,4,1,4,1,2,,2,4,36.9
501,1,Completed,1,2,1,Ontario,5,5,1,3,1,3,4,3,1,2,4,0,"PakiChips, Doritos, Takis","3, 4","Pringles:8, Ruffles:6",4,4,7,,,,,,,,3,3,1,1,1,1,1,"2, 3, 4",1,1,18.5
611,1,Completed,1,2,5,Manitoba,5,5,5,2,4,3,2,4,3,3,3,0,"OnionRings, BrandX","5, 7","Utz:4, Herr's:6",4,5,7,,,,,,,,1,2,1,2,1,1,1,"2, 3",2,4,24.2
312,1,Completed,1,1,1,Ontario,5,4,5,4,5,2,3,4,3,1,4,1,"BrandX, Ruffles","2, 4, 6","Lay's:8, Ruffles:9, Kettle Brand:7",5,5,8,1,9,1,3,"4, 4, 5, 4, 3, 5",Not very memorable,1,1,2,2,5,1,2,2,,1,2,12
817,1,Completed,1,2,1,Alberta,5,5,3,3,4,4,3,3,2,4,2,0,"Bugles, MissVickie, Cheetos","3, 4, 7","Pringles:5, Ruffles:8, Herr's:9",4,5,8,,,,,,,,1,1,4,1,1,1,2,,3,1,38.6
519,1,Completed,1,3,3,Ontario,5,5,5,1,3,3,2,3,1,1,2,0,"Ranchritos, Fritos","1, 2, 7, 8","Brand X:6, Lay's:10, Herr's:9, Other:7",2,3,5,,,,,,,,2,5,2,5,2,2,1,2,1,5,44.8
801,1,Completed,1,2,5,Ontario,5,5,1,4,5,2,1,3,3,1,3,0,"Utz, Lays, Bugles","3, 4, 6, 8","Pringles:2, Ruffles:5, Kettle Brand:3, Other:6",4,4,6,,,,,,,,3,2,3,5,3,1,2,,1,1,11.9
154,1,Completed,1,1,4,Ontario,1,5,1,5,4,1,4,2,3,2,2,1,"Doritos, Takis, BrandX","2, 4, 6, 8","Lay's:2, Ruffles:2, Kettle Brand:8, Other:9",5,5,9,1,3,1,4,"2, 5, 5, 3, 3, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,2,1,6,1,2,1,2,2,2,22.6
117,1,Completed,1,1,4,Alberta,1,3,5,5,5,3,1,3,4,1,4,1,BrandX,"1, 2, 3","Brand X:3, Lay's:9, Pringles:7",5,5,8,1,7,1,4,"4, 4, 5, 5, 5, 1",Good visuals and appealing soundtrack,1,1,4,1,5,3,1,1,3,1,2,19.4
532,1,Completed,1,2,5,Quebec,5,5,1,5,4,4,4,4,4,1,2,0,Cheetos,"1, 4, 7","Brand X:8, Ruffles:9, Herr's:3",4,4,6,,,,,,,,1,2,2,1,1,1,1,1,2,2,26.9
469,1,Completed,1,1,3,Ontario,3,4,1,4,5,3,3,3,2,3,3,1,"BrandX, PakiChips","1, 2, 5, 6","Brand X:2, Lay's:3, Utz:7, Kettle Brand:3",5,5,10,1,3,1,4,"5, 5, 5, 5, 5, 5",Great taste and crunch,1,1,1,1,1,2,1,1,"3, 4",2,3,26.8
444,1,Completed,1,2,4,Ontario,1,3,5,2,5,3,4,4,2,3,3,1,"BrandX, Ruffles","1, 3, 7","Brand X:5, Pringles:8, Herr's:9",5,5,8,2,,1,2,"5, 1, 5, 5, 4, 5",Too repetitive for my taste,1,2,3,1,1,3,2,1,"2, 3, 4",1,5,38.4
681,1,Completed,1,1,3,Ontario,5,5,5,3,3,2,3,3,3,2,3,0,Doritos,"1, 3, 6","Brand X:10, Pringles:10, Kettle Brand:6",4,5,4,,,,,,,,2,5,2,8,2,5,2,,1,2,40.3
945,1,Completed,1,1,3,Quebec,5,5,3,4,3,3,2,2,2,4,2,0,Cheetos,"2, 3, 7","Lay's:4, Pringles:9, Herr's:4",4,4,7,,,,,,,,1,2,1,5,1,2,1,"1, 4",1,2,6.7
881,1,Completed,1,1,3,Saskatchewan,5,5,4,1,1,3,4,2,3,4,3,0,"Funyuns, SunChips","3, 5","Pringles:9, Utz:3",1,4,6,,,,,,,,1,5,1,1,1,3,1,"2, 4",1,5,19.8
24,1,Completed,1,2,2,Alberta,2,1,4,3,2,4,1,4,3,1,4,1,"Bugles, Hawaiian, Utz","1, 3, 4, 7","Brand X:8, Pringles:8, Ruffles:2, Herr's:9",5,5,8,1,3,1,5,"2, 5, 5, 4, 5, 3",Loved the upbeat feel and the emphasis on quality ingredients,5,1,1,1,2,2,2,2,,1,2,13.8
31,1,Completed,1,1,6,Saskatchewan,1,3,3,3,1,3,2,1,1,1,4,1,"Tims, BrandX","1, 2, 4","Brand X:10, Lay's:6, Ruffles:9",5,5,9,1,3,1,3,"5, 5, 5, 4, 5, 3",Not very memorable,7,1,1,2,1,2,2,2,,1,2,41.7
940,1,Completed,1,1,3,Ontario,5,5,2,4,1,3,4,1,1,2,4,0,SunChips,"1, 3","Brand X:5, Pringles:10",1,2,5,,,,,,,,2,1,6,4,3,1,1,4,1,7,35.9
1,1,Completed,1,2,2,British Columbia,3,4,4,2,2,3,3,2,2,3,2,1,BrandX,"1, 2, 6","Brand X:4, Lay's:5, Kettle Brand:8",5,5,8,1,9,1,5,"5, 1, 3, 4, 3, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,5,2,1,2,2,1,"1, 3, 4",1,5,24.4
436,1,Completed,1,2,2,Ontario,4,2,1,4,3,4,4,4,2,4,3,1,BhujaSnax,"1, 4, 6","Brand X:4, Ruffles:2, Kettle Brand:9",5,5,8,1,7,1,3,"5, 4, 5, 4, 4, 4","It was okay, but nothing special",7,1,1,2,1,3,1,1,3,1,2,23.2
596,1,Completed,1,1,6,Yukon,5,5,1,3,2,4,1,2,1,3,1,0,"Takis, OnionRings","4, 5","Ruffles:2, Utz:5",3,4,4,,,,,,,,1,2,6,1,3,1,2,,2,1,6.9
971,1,Completed,1,2,5,Saskatchewan,5,5,3,2,5,2,4,3,4,2,1,0,"Cheetos, Fritos","1, 3","Brand X:4, Pringles:10",5,5,6,,,,,,,,2,3,1,1,2,1,1,1,3,1,32.6
116,1,Completed,1,2,6,Alberta,2,3,4,1,2,3,1,2,4,2,3,1,"BrandX, Doritos","3, 4","Pringles:9, Ruffles:6",5,5,8,1,6,1,5,"5, 5, 4, 5, 5, 5",Great taste and crunch,2,1,3,1,1,3,1,2,,1,2,28.8
509,1,Completed,1,1,1,British Columbia,5,5,2,5,3,1,3,3,4,2,3,0,"MissVickie, Cheetos, Krunchers","1, 4, 7","Brand X:8, Ruffles:2, Herr's:9",5,5,7,,,,,,,,1,2,4,5,3,1,2,,3,3,8.5
33,1,Completed,1,2,6,Ontario,2,4,3,2,2,1,4,3,4,3,3,1,"Zapps, BrandX","1, 2","Brand X:9, Lay's:1",5,5,8,1,5,1,4,"5, 4, 3, 4, 5, 3",Great taste and crunch,4,1,2,1,1,1,3,2,,1,2,25.1
785,1,Completed,1,1,2,Ontario,5,5,3,2,5,4,3,2,4,4,4,0,"Smartfood, Fritos, CapeCod","2, 3, 6, 7, 8","Lay's:2, Pringles:6, Kettle Brand:6, Herr's:6, Other:3",4,4,6,,,,,,,,1,2,2,1,3,2,1,"1, 2, 3",1,5,32.3
759,1,Completed,1,2,5,Ontario,5,5,2,4,4,4,2,4,1,3,2,0,Lays,"2, 4","Lay's:3, Ruffles:10",2,2,6,,,,,,,,3,2,1,6,3,1,2,,1,2,15
39,1,Completed,1,1,6,Quebec,3,1,1,2,2,4,3,2,3,3,1,1,Lays,"4, 6, 7","Ruffles:3, Kettle Brand:6, Herr's:2",5,5,8,1,7,1,3,"5, 4, 5, 5, 5, 5",I found it somewhat boring,1,1,3,1,6,1,1,2,,1,5,8.3
25,1,Completed,1,1,4,British Columbia,4,4,5,1,5,2,3,2,3,4,3,1,"BrandX, CapeCod, Krunchers","4, 5","Ruffles:9, Utz:9",5,5,9,1,5,1,4,"5, 4, 5, 5, 5, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,3,1,1,1,6,2,2,1,3,1,1,33.8
891,1,Completed,1,2,1,Ontario,5,5,3,4,1,2,3,1,2,1,3,0,"Doritos, Fritos, Popcorners","3, 5, 6","Pringles:9, Utz:2, Kettle Brand:8",3,3,5,,,,,,,,1,2,1,2,1,1,1,"1, 2",1,4,10.3
200,1,Completed,1,2,4,New Brunswick,4,1,1,2,5,3,3,2,3,2,4,1,BrandX,"3, 7","Pringles:2, Herr's:7",5,5,10,1,3,1,3,"5, 5, 2, 5, 1, 4",Too repetitive for my taste,1,3,1,4,4,1,1,1,1,1,3,29.6
206,1,Completed,1,1,3,Ontario,4,2,2,5,3,3,3,3,2,1,2,1,"BrandX, PakiChips, Popcorners","1, 6, 7","Brand X:1, Kettle Brand:2, Herr's:7",5,5,10,1,3,1,4,"5, 4, 5, 5, 5, 3",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,1,2,2,2,2,2,,1,3,5.3
2013,1,Completed,1,1,5,Quebec,5,5,3,2,2,4,3,3,4,3,2,0,"Hawaiian, Doritos, SunChips","1, 2, 7","Brand X:10, Lay's:7, Herr's:5",3,3,6,,,,,,,,1,2,2,1,2,1,1,"1, 2",1,4,1.2
727,1,Completed,1,1,3,British Columbia,5,5,2,5,5,2,4,3,1,3,2,0,Cheetos,"1, 2, 6","Brand X:5, Lay's:10, Kettle Brand:8",5,5,9,,,,,,,,1,1,1,1,5,2,1,"2, 3, 4",2,4,38.6
181,1,Completed,1,2,1,Saskatchewan,4,1,2,2,1,1,4,4,4,3,3,1,BrandX,"1, 3, 6, 7","Brand X:4, Pringles:1, Kettle Brand:5, Herr's:4",4,5,9,1,3,1,5,"5, 2, 5, 4, 5, 5",Loved the upbeat feel and the emphasis on quality ingredients,1,2,2,2,5,4,3,2,,1,3,43.8
259,1,Completed,1,1,6,Quebec,5,3,5,1,5,4,2,2,3,4,2,1,"Herrs, Smartfood","4, 7","Ruffles:2, Herr's:2",5,5,9,1,8,1,3,"4, 5, 5, 4, 4, 5",I found it somewhat boring,2,1,1,1,2,2,1,1,2,1,3,44.9
873,1,Completed,1,1,1,Quebec,5,5,4,3,3,2,3,2,4,2,3,0,Lays,"1, 2, 5","Brand X:7, Lay's:9, Utz:4",5,5,7,,,,,,,,2,5,2,1,1,1,2,,1,2,27.7
265,1,Completed,1,1,5,Quebec,2,4,5,2,2,2,4,4,2,3,3,1,BrandX,"3, 4, 6","Pringles:10, Ruffles:7, Kettle Brand:2",5,5,7,1,2,1,5,"5, 3, 4, 4, 5, 5",It made me think of fun snacking moments,1,1,2,2,1,1,1,2,,1,2,24.8
693,1,Completed,1,1,3,Ontario,5,5,4,2,5,3,2,1,2,1,2,0,Herrs,"2, 7","Lay's:8, Herr's:5",3,5,8,,,,,,,,2,2,2,1,2,1,1,1,1,1,18.6
604,1,Completed,1,2,5,Manitoba,5,5,2,4,2,2,1,3,3,3,4,0,KettleChip,"1, 3, 5","Brand X:7, Pringles:7, Utz:9",4,4,7,,,,,,,,2,2,3,6,2,2,1,"1, 2, 3",2,4,26.4
296,1,Completed,1,2,3,British Columbia,2,2,3,2,5,2,4,1,3,1,3,1,"BrandX, Doritos","2, 3, 6","Lay's:4, Pringles:4, Kettle Brand:9",5,5,9,1,6,1,5,"5, 5, 5, 5, 4, 5",Really enjoyed the ad and the message of fresh flavors,2,2,1,3,1,2,1,2,,1,2,27.7
794,1,Completed,1,1,5,Ontario,5,5,2,3,2,3,3,4,3,2,1,0,"Tims, Fritos, Ranchritos","1, 5","Brand X:8, Utz:8",3,3,5,,,,,,,,2,2,2,7,2,2,1,"1, 3, 4",1,2,41.2
974,1,Completed,1,1,2,Quebec,5,5,4,1,5,2,3,2,3,2,1,0,"Bugles, Ranchritos, Lays","3, 5","Pringles:8, Utz:5",3,4,7,,,,,,,,1,1,1,6,2,5,2,,1,1,43.1
735,1,Completed,1,2,6,Ontario,5,5,1,2,4,3,4,3,1,2,3,0,"Wise, Cheetos","1, 4, 5","Brand X:10, Ruffles:2, Utz:7",5,5,8,,,,,,,,2,2,2,4,1,1,1,"1, 3, 4",2,2,23.7
701,1,Completed,1,2,2,British Columbia,5,5,1,2,3,3,3,3,1,4,1,0,"Lays, Krunchers","2, 3, 4","Lay's:2, Pringles:8, Ruffles:4",5,5,8,,,,,,,,2,1,2,4,2,2,1,4,1,6,15.3
821,1,Completed,1,2,1,Ontario,5,5,5,1,3,1,2,2,1,3,4,0,"MissVickie, Utz","3, 6, 7","Pringles:1, Kettle Brand:5, Herr's:3",5,5,8,,,,,,,,1,2,5,1,2,2,1,"2, 4",1,1,44.6
106,1,Completed,1,1,6,Ontario,1,4,1,4,4,3,3,2,3,4,4,1,Lays,"2, 7","Lay's:5, Herr's:10",3,5,9,1,5,1,5,"3, 5, 4, 4, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,2,2,4,1,3,1,3,1,3,44.3
72,1,Completed,1,1,6,Ontario,2,3,5,3,5,2,3,3,3,2,2,1,BrandX,"2, 4, 5","Lay's:9, Ruffles:6, Utz:6",5,5,9,3,,2,5,"4, 5, 2, 4, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,4,1,2,1,1,1,3,1,2,1,1,14.3
235,1,Completed,1,1,4,Ontario,3,3,3,2,2,2,2,2,1,2,4,1,BrandX,"2, 5, 6","Lay's:4, Utz:3, Kettle Brand:2",5,5,8,3,,1,5,"3, 5, 2, 2, 5, 3","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",6,1,2,4,6,2,2,2,,2,7,3.3
348,1,Completed,1,2,3,Ontario,1,1,4,2,2,2,2,3,4,2,4,1,"PopChips, MissVickie","4, 5, 7","Ruffles:4, Utz:5, Herr's:2",5,5,8,1,2,1,3,"4, 4, 5, 2, 4, 5",I found it somewhat boring,1,2,4,2,5,3,1,2,,1,2,43.2
766,1,Completed,1,1,5,British Columbia,5,5,4,5,1,4,4,3,2,2,4,0,"PakiChips, OnionRings","4, 5, 6","Ruffles:2, Utz:8, Kettle Brand:8",4,4,7,,,,,,,,1,2,1,1,2,1,1,2,2,4,9.7
403,1,Completed,1,1,4,Alberta,3,3,3,2,1,3,2,3,3,3,2,1,BrandX,"4, 5, 6","Ruffles:8, Utz:8, Kettle Brand:6",5,5,8,1,5,1,3,"4, 5, 3, 4, 5, 5",Not very memorable,3,3,2,1,1,1,1,1,2,1,1,10.9
930,1,Completed,1,2,2,Ontario,5,5,4,1,4,2,3,2,4,1,2,0,Pringles,"1, 2, 3, 5","Brand X:5, Lay's:9, Pringles:9, Utz:7",5,5,7,,,,,,,,1,2,2,1,2,2,1,3,1,6,15.2
521,1,Completed,1,1,1,British Columbia,5,5,1,4,5,3,4,2,3,3,1,0,"Herrs, Hawaiian","1, 5","Brand X:7, Utz:3",2,4,6,,,,,,,,1,2,2,1,1,1,2,,3,3,21.5
510,1,Completed,1,2,2,British Columbia,5,5,3,2,1,2,2,3,4,3,3,0,Cheetos,"2, 4, 5","Lay's:4, Ruffles:6, Utz:8",4,4,7,,,,,,,,1,2,3,1,1,2,2,,1,2,14.5
812,1,Completed,1,1,5,Ontario,5,5,3,3,1,3,4,4,2,2,4,0,"OnionRings, CapeCod","3, 5","Pringles:1, Utz:2",2,4,6,,,,,,,,2,4,1,1,2,2,2,,1,1,18.5
50,1,Completed,1,2,3,New Brunswick,1,1,1,3,3,3,3,3,2,2,2,1,"BrandX, SunChips","1, 4, 5, 7","Brand X:9, Ruffles:7, Utz:2, Herr's:6",5,5,8,1,4,1,4,"4, 5, 4, 5, 5, 4","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",6,1,1,2,5,1,4,2,,3,3,3.5
387,1,Completed,1,1,3,Quebec,2,1,2,4,2,2,2,1,1,4,3,1,Doritos,"1, 3, 8","Brand X:5, Pringles:9, Other:8",4,5,10,1,9,1,5,"5, 5, 5, 5, 3, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",3,1,1,1,2,2,2,2,,2,3,3.1
303,1,Completed,1,1,6,Manitoba,4,2,3,4,5,2,3,3,3,2,3,1,Doritos,"2, 6","Lay's:4, Kettle Brand:10",3,5,9,1,5,1,5,"3, 4, 5, 5, 5, 5",Really enjoyed the ad and the message of fresh flavors,6,1,1,3,2,1,1,2,,1,4,30
180,1,Completed,1,2,3,Manitoba,3,3,4,2,1,2,4,2,1,1,3,1,"BrandX, Cheetos","1, 3, 8","Brand X:3, Pringles:9, Other:2",5,5,7,1,8,1,4,"2, 5, 5, 2, 5, 5",It made me think of fun snacking moments,4,1,1,2,6,2,2,1,1,1,5,21.3
202,1,Completed,1,2,2,Ontario,4,3,1,2,1,4,4,1,2,3,3,1,"BrandX, Wise, Funyuns","1, 5, 6","Brand X:5, Utz:9, Kettle Brand:10",3,5,8,2,,2,5,"3, 5, 5, 4, 4, 3","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,2,5,6,1,3,1,1,"1, 2",1,2,23.3
3021,0,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8
726,1,Completed,1,2,5,Ontario,5,5,4,5,5,1,2,3,3,2,4,0,Ruffles,"2, 5","Lay's:2, Utz:8",5,5,8,,,,,,,,1,2,1,6,1,2,1,"2, 4",1,4,14.2
232,1,Completed,1,1,2,British Columbia,4,2,4,5,2,4,2,2,3,4,3,1,"Doritos, Bugles","3, 6, 7","Pringles:3, Kettle Brand:2, Herr's:1",5,5,8,1,5,1,4,"5, 2, 3, 1, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,2,3,5,2,1,1,2,3,2,27.4
451,1,Completed,1,2,4,Ontario,4,2,3,3,5,2,3,1,2,1,4,1,"Doritos, BrandX, Krunchers","6, 7","Kettle Brand:3, Herr's:5",5,5,9,1,9,1,4,"5, 3, 5, 3, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,2,2,1,3,2,2,,2,5,15.8
3002,0,MidSurvey,1,1,6,Saskatchewan,5,3,1,2,4,2,1,3,2,3,1,1,"Cheetos, Ruffles","1, 5, 6","Brand X:8, Utz:6, Kettle Brand:9",2,4,5,,,,,,,,,,,,,,,,,,11.4
889,1,Completed,1,1,2,Quebec,5,5,3,1,5,4,1,4,3,4,3,0,Munchies,"1, 5, 6","Brand X:9, Utz:4, Kettle Brand:2",4,4,6,,,,,,,,1,6,1,1,3,1,2,,1,1,20.6
894,1,Completed,1,2,5,Ontario,5,5,5,1,2,3,4,2,1,3,2,0,"Krunchers, Pringles, Fritos","1, 2, 4, 7, 8","Brand X:3, Lay's:3, Ruffles:3, Herr's:6, Other:6",5,5,8,,,,,,,,1,2,1,1,4,1,1,1,2,1,44.7
912,1,Completed,1,2,3,Ontario,5,5,5,3,3,4,2,3,3,3,2,0,"Tims, ChexMix, Ruffles","2, 6, 7","Lay's:10, Kettle Brand:4, Herr's:8",1,3,6,,,,,,,,1,2,1,7,1,1,1,2,1,5,19.2
677,1,Completed,1,1,1,Ontario,5,5,1,3,2,2,3,3,4,4,3,0,"Lays, Cheetos, Pringles","3, 6","Pringles:4, Kettle Brand:8",5,5,8,,,,,,,,3,4,1,2,2,1,1,2,1,3,24.8
298,1,Completed,1,1,5,Ontario,1,3,2,4,5,4,3,4,2,3,4,1,BrandX,"3, 5","Pringles:1, Utz:3",5,5,8,1,2,1,5,"5, 4, 5, 2, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",3,3,3,1,1,3,2,2,,1,4,38.4
773,1,Completed,1,2,6,Alberta,5,5,1,2,5,1,4,3,1,3,3,0,Ruffles,"5, 6, 8","Utz:4, Kettle Brand:3, Other:5",2,4,5,,,,,,,,1,2,4,2,2,1,2,,3,1,32.1
664,1,Completed,1,1,6,Manitoba,5,5,2,3,5,2,3,3,3,2,4,0,"Krunchers, Lays","1, 3, 7","Brand X:4, Pringles:7, Herr's:8",2,2,5,,,,,,,,1,1,1,1,3,2,2,,2,3,22
126,1,Completed,1,2,2,Ontario,3,1,2,5,1,4,3,2,4,2,4,1,"Lays, BrandX","1, 4, 5","Brand X:7, Ruffles:7, Utz:5",4,5,9,1,9,1,2,"4, 5, 5, 4, 4, 4","It was okay, but nothing special",1,1,1,2,4,2,1,1,4,1,3,37.5
939,1,Completed,1,2,5,Ontario,5,5,1,3,1,3,3,4,4,4,3,0,OnionRings,"1, 2, 6","Brand X:9, Lay's:8, Kettle Brand:1",4,4,7,,,,,,,,1,2,3,2,1,3,2,,1,6,22.2
552,1,Completed,1,2,2,Ontario,5,5,3,5,1,2,1,4,3,1,2,0,"Doritos, Cheetos","1, 5, 6","Brand X:8, Utz:4, Kettle Brand:7",5,5,7,,,,,,,,1,1,1,1,3,1,1,1,2,6,40.3
947,1,Completed,1,2,2,British Columbia,5,5,3,4,1,4,2,4,4,3,3,0,"Tims, PakiChips","1, 3","Brand X:9, Pringles:3",5,5,7,,,,,,,,1,2,2,5,1,2,2,,2,4,20.9
608,1,Completed,1,2,6,Quebec,5,5,2,4,5,2,3,1,1,4,3,0,"Herrs, BrandX","3, 4","Pringles:10, Ruffles:7",4,4,7,,,,,,,,1,1,2,1,1,4,2,,1,7,35.9
979,1,Completed,1,2,1,Prince Edward Island,5,5,3,2,5,4,3,2,4,1,1,0,BhujaSnax,"1, 3, 4, 6","Brand X:4, Pringles:7, Ruffles:5, Kettle Brand:7",3,3,4,,,,,,,,2,2,2,5,2,2,2,,1,1,34.6
